time (s)	°C
142997.048	13.25
143057.1279	13.25
143117.208	13.25
143177.2078	13.25
143237.2878	13.187
143297.368	13.187
143357.4479	13.187
143417.4479	13.187
143477.5283	13.187
143537.6078	13.187
143597.6879	13.25
143657.6879	13.187
143717.7679	13.25
143777.8478	13.25
143837.9279	13.25
143897.9279	13.25
143958.0078	13.25
144018.0879	13.25
144078.1679	13.25
144138.1679	13.25
144198.2479	13.25
144258.3279	13.25
144318.4084	13.25
144378.4083	13.25
144438.4878	13.25
144498.5679	13.25
144558.6479	13.25
144618.648	13.25
144678.7278	13.25
144738.8079	13.187
144798.8869	13.25
144858.8878	13.25
144918.9678	13.25
144979.0479	13.25
145039.1278	13.25
145099.1279	13.25
145159.2148	13.25
145219.3468	13.25
145279.3771	13.25
145339.3772	13.25
145399.4646	13.25
145459.5286	13.25
145519.6068	13.187
145579.6068	13.187
145639.6869	13.187
145699.7669	13.187
145759.8469	13.187
145819.8469	13.187
145879.9269	13.187
145940.0069	13.187
146000.0875	13.187
146060.0878	13.187
146120.1678	13.187
146180.2479	13.187
146240.3274	13.187
146300.3275	13.187
146360.4083	13.187
146420.4879	13.187
146480.5679	13.187
146540.5679	13.187
146600.6479	13.187
146660.7278	13.187
146720.8079	13.187
146780.8079	13.187
146840.8878	13.187
146900.9679	13.187
146961.0479	13.187
147021.0478	13.187
147081.1279	13.187
147141.2079	13.187
147201.2878	13.187
147261.2878	13.125
147321.3679	13.125
147381.4479	13.125
147441.528	13.125
147501.528	13.062
147561.608	13.062
147621.6879	13.062
147681.7679	13.062
147741.7678	13
147801.8478	13
147861.9279	13
147922.0079	12.937
147982.0077	12.937
148042.0879	12.937
148102.1678	12.875
148162.2478	12.875
148222.2479	12.812
148282.3278	12.812
148342.4083	12.812
148402.4879	12.75
148462.4879	12.75
148522.5678	12.75
148582.6479	12.687
148642.7279	12.687
148702.7278	12.687
148762.8079	12.687
148822.8879	12.687
148882.9682	12.687
148942.968	12.687
149003.0479	12.687
149063.1279	12.75
149123.2079	12.75
149183.2079	12.687
149243.2879	12.75
149303.3679	12.75
149363.4479	12.75
149423.4479	12.75
149483.5279	12.75
149543.6079	12.75
149603.6879	12.687
149663.6879	12.687
149723.7679	12.687
149783.8479	12.687
149843.8478	12.687
149903.9279	12.625
149964.0078	12.625
150024.0879	12.625
150084.0879	12.625
150144.1684	12.625
150204.2479	12.562
150264.3279	12.562
150324.3279	12.562
150384.4083	12.562
150444.4879	12.625
150504.5679	12.625
150564.5683	12.625
150624.6478	12.625
150684.7685	12.625
150744.808	12.625
150804.8079	12.625
150864.8878	12.625
150924.9679	12.625
150985.0478	12.625
151045.0479	12.625
151105.1279	12.625
151165.2079	12.687
151225.2878	12.625
151285.288	12.625
151345.368	12.625
151405.448	12.625
151465.5279	12.687
151525.528	12.687
151585.6079	12.687
151645.6879	12.625
151705.7679	12.625
151765.7669	12.625
151825.8479	12.562
151885.9279	12.562
151946.0078	12.562
152006.0079	12.562
152066.0879	12.5
152126.1678	12.5
152186.2479	12.5
152246.2479	12.5
152306.3279	12.5
152366.4083	12.5
152426.488	12.5
152486.4879	12.437
152546.5681	12.437
152606.6879	12.437
152666.728	12.437
152726.7279	12.437
152786.8079	12.437
152846.888	12.437
152906.9674	12.437
152966.9678	12.437
153027.0479	12.437
153087.128	12.437
153147.2081	12.437
153207.2079	12.437
153267.2879	12.437
153327.3679	12.437
153387.5281	12.437
153447.4479	12.437
153507.5279	12.437
153567.608	12.437
153627.688	12.437
153687.6884	12.437
153747.7734	12.437
153807.8479	12.437
153867.9372	12.437
153927.9296	12.437
153988.0074	12.437
154048.0879	12.437
154108.1684	12.5
154168.1679	12.5
154228.2472	12.5
154288.3279	12.5
154348.4079	12.5
154408.4079	12.5
154468.4878	12.562
154528.5679	12.562
154588.5679	12.625
154648.6479	12.625
154708.7279	12.687
154768.8079	12.687
154828.808	12.75
154888.8879	12.75
154948.9679	12.875
155009.0479	12.937
155069.0479	13
155129.1279	13.062
155189.2079	13.187
155249.288	13.25
155309.2879	13.312
155369.3678	13.375
155429.4479	13.437
155489.5279	13.5
155549.5279	13.562
155609.6079	13.562
155669.6879	13.625
155729.7679	13.75
155789.7679	13.812
155849.8479	13.875
155909.9279	14
155970.0079	14.062
156030.0079	14.125
156090.0879	14.187
156150.1679	14.25
156210.2478	14.312
156270.2479	14.437
156330.3279	14.437
156390.4084	14.562
156450.5283	14.625
156510.4878	14.687
156570.5679	14.875
156630.6478	15
156690.7279	15.062
156750.7279	15.062
156810.8079	15.312
156870.8883	15.437
156930.9679	15.5
156990.9678	15.625
157051.0479	15.75
157111.1279	15.812
157171.208	15.875
157231.2079	15.937
157291.288	15.875
157351.3679	15.812
157411.4479	15.75
157471.448	15.687
157531.5279	15.625
157591.6078	15.625
157651.6879	15.625
157711.6879	15.75
157771.7679	16.062
157831.8479	16.437
157891.9279	16.812
157951.9279	17.187
158012.0079	17.437
158072.0879	17.75
158132.1679	17.937
158192.1678	18.062
158252.2479	18.187
158312.3278	18.312
158372.3279	18.5
158432.4083	18.687
158492.4879	19
158552.5678	19.25
158612.5679	19.25
158672.6487	19.187
158732.7278	19.25
158792.8079	19.125
158852.808	18.937
158912.8879	18.687
158972.9679	18.562
159033.048	18.437
159093.0478	18.5
159153.1279	18.562
159213.2079	18.937
159273.2879	19.5
159333.2878	20.187
159393.3689	20.75
159453.4478	21.312
159513.528	21.812
159573.5279	22.25
159633.6079	22.687
159693.6879	23.062
159753.768	23.312
159813.7679	23.562
159873.8479	23.875
159933.9279	24.187
159994.0078	24.562
160054.0079	24.875
160114.0879	25.062
160174.1684	25.25
160234.2582	25.5
160294.3066	25.625
160354.387	25.625
160414.417	25.625
160474.5051	25.625
160534.4971	25.562
160594.5669	25.625
160654.6469	25.812
160714.7268	26
160774.7268	26.25
160834.8069	26.625
160894.8868	26.875
160954.9669	27.125
161014.9669	27.125
161075.0475	27.625
161135.1274	27.937
161195.2084	28.312
161255.2075	28.625
161315.2883	28.937
161375.3674	29.187
161435.3679	29.5
161495.4475	29.812
161555.5279	30.125
161615.6079	30.312
161675.688	30.5
161735.6879	30.687
161795.8079	30.937
161855.8479	30.937
161915.9279	31.187
161975.9278	31.375
162036.0078	31.5
162096.0879	31.625
162156.168	31.812
162216.1679	32
162276.2479	32.062
162336.3279	32.25
162396.4079	32.437
162456.4079	32.625
162516.4879	32.75
162576.5678	32.875
162636.6479	33
162696.6479	33.125
162756.7279	33.187
162816.8079	33.187
162876.8883	33.312
162936.8878	33.562
162996.968	33.687
163057.0479	33.75
163117.1282	33.75
163177.128	33.687
163237.2079	33.75
163297.2879	33.937
163357.3679	34.062
163417.3678	34.312
163477.4479	34.562
163537.5279	34.75
163597.6079	34.875
163657.6879	35
163717.6879	35.125
163777.7679	35.25
163837.8479	35.375
163897.9279	35.562
163957.928	35.562
164018.0076	35.687
164078.0883	35.75
164138.1679	35.75
164198.1679	35.75
164258.2479	35.375
164318.3278	35.125
164378.4084	35.312
164438.4084	35.562
164498.4878	35.875
164558.5678	36.062
164618.6479	36.25
164678.6479	36.375
164738.7279	36.562
164798.8079	36.687
164858.8881	36.687
164918.888	36.687
164979.0081	36.75
165039.0482	36.875
165099.1279	37.062
165159.1282	37.187
165219.2079	37.312
165279.288	37.437
165339.3679	37.562
165399.368	37.687
165459.4479	37.687
165519.528	37.75
165579.608	37.875
165639.6079	38.062
165699.6879	38.125
165759.7679	38.25
165819.8478	38.375
165879.8479	38.5
165939.9279	38.562
166000.0079	38.562
166060.0879	38.75
166120.0879	38.562
166180.1684	36.25
166240.2479	34.062
166300.3278	31.937
166360.3278	32.125
166420.4079	32
166480.4879	32.187
166540.5669	32.375
166600.5679	30.875
166660.6479	30.812
